Plate,plateLocation,Luc,RL,cellType,CloneKey,agonistInStockKey,antagInStockKey,experimentType,concentration_ag,concentration_antag
2,H22,3941,5263,Ecells,830,817,724,antagScreen,5.00E-04,3.00E-05
2,I22,4116,4842,Ecells,830,817,533,antagScreen,5.00E-04,3.00E-05
2,J22,4448,4739,Ecells,830,817,725,antagScreen,5.00E-04,3.00E-05
2,K22,4428,4892,Ecells,830,817,534,antagScreen,5.00E-04,3.00E-05
2,L22,4266,4645,Ecells,830,817,726,antagScreen,5.00E-04,3.00E-05
2,M22,5024,4638,Ecells,830,817,535,antagScreen,5.00E-04,3.00E-05
2,N22,4630,4367,Ecells,830,817,727,antagScreen,5.00E-04,3.00E-05
2,O22,5188,4594,Ecells,830,817,536,antagScreen,5.00E-04,3.00E-05
2,P22,3898,3964,Ecells,830,817,728,antagScreen,5.00E-04,3.00E-05
2,A23,83,191,Ecells,830,811,265,control,1.00E-10,3.00E-05
2,B23,5257,7313,Ecells,830,817,633,antagScreen,5.00E-04,3.00E-05
2,C23,4740,7174,Ecells,830,817,442,antagScreen,5.00E-04,3.00E-05
2,D23,4324,6290,Ecells,830,817,634,antagScreen,5.00E-04,3.00E-05
2,E23,4372,6201,Ecells,830,817,443,antagScreen,5.00E-04,3.00E-05
2,F23,4265,6440,Ecells,830,817,635,antagScreen,5.00E-04,3.00E-05
2,G23,4430,5422,Ecells,830,817,444,antagScreen,5.00E-04,3.00E-05
2,H23,5073,5964,Ecells,830,817,636,antagScreen,5.00E-04,3.00E-05
2,I23,4992,5417,Ecells,830,817,445,antagScreen,5.00E-04,3.00E-05
2,J23,5030,5203,Ecells,830,817,637,antagScreen,5.00E-04,3.00E-05
2,K23,4242,4761,Ecells,830,817,446,antagScreen,5.00E-04,3.00E-05
2,L23,3919,4593,Ecells,830,817,638,antagScreen,5.00E-04,3.00E-05
2,M23,5609,4680,Ecells,830,817,447,antagScreen,5.00E-04,3.00E-05
2,N23,5240,4099,Ecells,830,817,639,antagScreen,5.00E-04,3.00E-05
2,O23,5354,4046,Ecells,830,817,448,antagScreen,5.00E-04,3.00E-05
2,P23,4685,3488,Ecells,830,817,640,antagScreen,5.00E-04,3.00E-05
2,A24,69,91,Ecells,830,811,265,control,1.00E-10,3.00E-05
2,B24,4428,4400,Ecells,830,817,729,antagScreen,5.00E-04,3.00E-05
2,C24,4801,6096,Ecells,830,817,538,antagScreen,5.00E-04,3.00E-05
2,D24,4474,5437,Ecells,830,817,730,antagScreen,5.00E-04,3.00E-05
2,E24,4293,5985,Ecells,830,817,539,antagScreen,5.00E-04,3.00E-05
2,F24,4161,5389,Ecells,830,817,731,antagScreen,5.00E-04,3.00E-05
2,G24,4299,5459,Ecells,830,817,540,antagScreen,5.00E-04,3.00E-05
2,H24,4284,5055,Ecells,830,817,732,antagScreen,5.00E-04,3.00E-05
2,I24,4600,5084,Ecells,830,817,541,antagScreen,5.00E-04,3.00E-05
2,J24,4941,5015,Ecells,830,817,733,antagScreen,5.00E-04,3.00E-05
2,K24,3694,4367,Ecells,830,817,542,antagScreen,5.00E-04,3.00E-05
2,L24,4475,4379,Ecells,830,817,734,antagScreen,5.00E-04,3.00E-05
2,M24,4106,3747,Ecells,830,817,543,antagScreen,5.00E-04,3.00E-05
2,N24,4170,4263,Ecells,830,817,735,antagScreen,5.00E-04,3.00E-05
2,O24,4439,3305,Ecells,830,817,544,antagScreen,5.00E-04,3.00E-05
2,P24,3735,2851,Ecells,830,817,736,antagScreen,5.00E-04,3.00E-05
