Plate,plateLocation,Luc,RL,cellType,CloneKey,agonistInStockKey,antagInStockKey,experimentType,concentration_ag,concentration_antag
1,I22,3298,5196,Ecells,999,77,533,antagScreen,1.00E-06,3.00E-05
1,J22,3397,5299,Ecells,999,77,725,antagScreen,1.00E-06,3.00E-05
1,K22,4551,4676,Ecells,999,77,534,antagScreen,1.00E-06,3.00E-05
1,L22,3186,4830,Ecells,999,77,726,antagScreen,1.00E-06,3.00E-05
1,M22,2466,4311,Ecells,999,77,535,antagScreen,1.00E-06,3.00E-05
1,N22,2914,4766,Ecells,999,77,727,antagScreen,1.00E-06,3.00E-05
1,O22,3491,4191,Ecells,999,77,536,antagScreen,1.00E-06,3.00E-05
1,P22,4299,4156,Ecells,999,77,728,antagScreen,1.00E-06,3.00E-05
1,A23,412,3073,Ecells,999,811,265,control,1.00E-12,3.00E-05
1,B23,3215,6989,Ecells,999,77,633,antagScreen,1.00E-06,3.00E-05
1,C23,2732,6364,Ecells,999,77,442,antagScreen,1.00E-06,3.00E-05
1,D23,3289,6052,Ecells,999,77,634,antagScreen,1.00E-06,3.00E-05
1,E23,2874,5765,Ecells,999,77,443,antagScreen,1.00E-06,3.00E-05
1,F23,3449,5252,Ecells,999,77,635,antagScreen,1.00E-06,3.00E-05
1,G23,3041,5806,Ecells,999,77,444,antagScreen,1.00E-06,3.00E-05
1,H23,4198,5773,Ecells,999,77,636,antagScreen,1.00E-06,3.00E-05
1,I23,3092,5065,Ecells,999,77,445,antagScreen,1.00E-06,3.00E-05
1,J23,3611,5229,Ecells,999,77,637,antagScreen,1.00E-06,3.00E-05
1,K23,2800,4704,Ecells,999,77,446,antagScreen,1.00E-06,3.00E-05
1,L23,3135,4800,Ecells,999,77,638,antagScreen,1.00E-06,3.00E-05
1,M23,2990,4430,Ecells,999,77,447,antagScreen,1.00E-06,3.00E-05
1,N23,3632,4457,Ecells,999,77,639,antagScreen,1.00E-06,3.00E-05
1,O23,4362,4120,Ecells,999,77,448,antagScreen,1.00E-06,3.00E-05
1,P23,6116,4482,Ecells,999,77,640,antagScreen,1.00E-06,3.00E-05
1,A24,373,2725,Ecells,999,811,265,control,1.00E-12,3.00E-05
1,B24,4079,6674,Ecells,999,77,729,antagScreen,1.00E-06,3.00E-05
1,C24,3445,5797,Ecells,999,77,538,antagScreen,1.00E-06,3.00E-05
1,D24,3151,6328,Ecells,999,77,730,antagScreen,1.00E-06,3.00E-05
1,E24,3311,5850,Ecells,999,77,539,antagScreen,1.00E-06,3.00E-05
1,F24,3421,6024,Ecells,999,77,731,antagScreen,1.00E-06,3.00E-05
1,G24,3663,5661,Ecells,999,77,540,antagScreen,1.00E-06,3.00E-05
1,H24,3464,5381,Ecells,999,77,732,antagScreen,1.00E-06,3.00E-05
1,I24,3009,4565,Ecells,999,77,541,antagScreen,1.00E-06,3.00E-05
1,J24,4159,4903,Ecells,999,77,733,antagScreen,1.00E-06,3.00E-05
1,K24,3647,4710,Ecells,999,77,542,antagScreen,1.00E-06,3.00E-05
1,L24,3399,4534,Ecells,999,77,734,antagScreen,1.00E-06,3.00E-05
1,M24,3330,4305,Ecells,999,77,543,antagScreen,1.00E-06,3.00E-05
1,N24,3996,4441,Ecells,999,77,735,antagScreen,1.00E-06,3.00E-05
1,O24,4074,4169,Ecells,999,77,544,antagScreen,1.00E-06,3.00E-05
1,P24,4941,3468,Ecells,999,77,736,antagScreen,1.00E-06,3.00E-05
