Receptor,SV40,CRE,Row,Column,masterMix,Plate,TMAConcentration,receptorType,Luc,RL,,,,
5,5,10,F,7,H3A,8,0.000111111,Rho,349,1710,,,,
5,5,10,G,7,H3A,8,0.000333333,Rho,402,1954,,,,
5,5,10,H,7,H3A,8,0.001,Rho,372,1773,,,,
5,5,10,A,8,H3A,8,0,Rho,299,1486,,,,
5,5,10,B,8,H3A,8,1.37174E-06,Rho,351,1545,,,,
5,5,10,C,8,H3A,8,4.11523E-06,Rho,314,1443,,,,
5,5,10,D,8,H3A,8,1.23457E-05,Rho,289,1581,,,,
5,5,10,E,8,H3A,8,3.7037E-05,Rho,338,1569,,,,
5,5,10,F,8,H3A,8,0.000111111,Rho,330,1588,,,,
5,5,10,G,8,H3A,8,0.000333333,Rho,399,1814,,,,
5,5,10,H,8,H3A,8,0.001,Rho,340,422,,,,
5,5,10,A,9,H3A,8,0,Rho,342,1742,,,,
5,5,10,B,9,H3A,8,1.37174E-06,Rho,325,1712,,,,
5,5,10,C,9,H3A,8,4.11523E-06,Rho,368,1673,,,,
5,5,10,D,9,H3A,8,1.23457E-05,Rho,347,1529,,,,
5,5,10,E,9,H3A,8,3.7037E-05,Rho,297,1556,,,,
5,5,10,F,9,H3A,8,0.000111111,Rho,340,1597,,,,
5,5,10,G,9,H3A,8,0.000333333,Rho,362,1801,,,,
5,5,10,H,9,H3A,8,0.001,Rho,199,335,,,,
5,5,10,A,10,H3A,8,0,Rho,369,1730,,,,
5,5,10,B,10,H3A,8,1.37174E-06,Rho,382,1719,,,,
5,5,10,C,10,H3A,8,4.11523E-06,Rho,345,1650,,,,
5,5,10,D,10,H3A,8,1.23457E-05,Rho,322,1570,,,,
5,5,10,E,10,H3A,8,3.7037E-05,Rho,342,1606,,,,
5,5,10,F,10,H3A,8,0.000111111,Rho,327,1695,,,,
5,5,10,G,10,H3A,8,0.000333333,Rho,403,1830,,,,
5,5,10,H,10,H3A,8,0.001,Rho,244,369,,,,
5,5,10,A,11,H3A,8,0,Rho,368,1912,,,,
5,5,10,B,11,H3A,8,1.37174E-06,Rho,376,1938,,,,
5,5,10,C,11,H3A,8,4.11523E-06,Rho,347,1781,,,,
5,5,10,D,11,H3A,8,1.23457E-05,Rho,331,1757,,,,
5,5,10,E,11,H3A,8,3.7037E-05,Rho,336,1657,,,,
5,5,10,F,11,H3A,8,0.000111111,Rho,358,1716,,,,
5,5,10,G,11,H3A,8,0.000333333,Rho,405,2069,,,,
5,5,10,H,11,H3A,8,0.001,Rho,322,521,,,,
5,5,10,A,12,H3A,8,0,Rho,339,2295,,,,
5,5,10,B,12,H3A,8,1.37174E-06,Rho,417,2114,,,,
5,5,10,C,12,H3A,8,4.11523E-06,Rho,365,1990,,,,
5,5,10,D,12,H3A,8,1.23457E-05,Rho,362,1958,,,,
5,5,10,E,12,H3A,8,3.7037E-05,Rho,372,1868,,,,
5,5,10,F,12,H3A,8,0.000111111,Rho,352,1960,,,,
5,5,10,G,12,H3A,8,0.000333333,Rho,360,2036,,,,
5,5,10,H,12,H3A,8,0.001,Rho,138,606,,,,
